Age,Gender,Category,Purchase Amount (USD),Size,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
65,Male,Accessories,89,XL,Spring,4.5,No,Next Day Air,Yes,Yes,37,Credit Card,Bi-Weekly
39,Male,Clothing,83,M,Winter,4.1,No,Next Day Air,Yes,Yes,4,Cash,Every 3 Months
64,Male,Accessories,42,M,Spring,3.6,No,2-Day Shipping,Yes,Yes,21,Bank Transfer,Quarterly
59,Male,Clothing,91,M,Summer,3,No,2-Day Shipping,Yes,Yes,50,PayPal,Bi-Weekly
49,Male,Outerwear,61,M,Spring,4,No,Free Shipping,Yes,Yes,34,Bank Transfer,Annually
24,Male,Accessories,66,S,Summer,3.5,No,Next Day Air,Yes,Yes,20,Cash,Quarterly
19,Male,Accessories,22,XL,Spring,2.5,No,Store Pickup,Yes,Yes,25,Venmo,Every 3 Months
27,Male,Clothing,68,S,Winter,4.3,No,Store Pickup,Yes,Yes,26,Bank Transfer,Fortnightly
56,Male,Clothing,43,L,Fall,2.8,No,Express,Yes,Yes,4,Bank Transfer,Annually
49,Male,Clothing,32,M,Fall,3.7,No,Next Day Air,Yes,Yes,39,Debit Card,Monthly
41,Male,Outerwear,46,M,Fall,4.3,No,Express,Yes,Yes,29,Cash,Weekly
36,Male,Clothing,90,L,Summer,4,No,Express,Yes,Yes,47,PayPal,Quarterly
68,Male,Accessories,75,L,Fall,4.7,No,Express,Yes,Yes,5,Cash,Every 3 Months
28,Male,Accessories,69,M,Winter,4.5,No,Store Pickup,Yes,Yes,18,Bank Transfer,Fortnightly
45,Male,Accessories,40,M,Fall,3.1,No,Free Shipping,Yes,Yes,10,Credit Card,Fortnightly
60,Male,Accessories,63,S,Fall,3.8,No,Express,Yes,Yes,25,Cash,Quarterly
21,Male,Clothing,36,L,Summer,4.9,No,Express,Yes,Yes,2,Cash,Weekly
32,Male,Footwear,75,M,Winter,3.2,No,Standard,Yes,Yes,48,Venmo,Fortnightly
27,Male,Accessories,67,L,Summer,2.9,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Every 3 Months
40,Male,Clothing,64,M,Spring,2.8,No,Store Pickup,Yes,Yes,42,Credit Card,Monthly
64,Male,Clothing,61,M,Fall,4,No,2-Day Shipping,Yes,Yes,44,PayPal,Bi-Weekly
18,Male,Accessories,40,L,Winter,2.6,No,Store Pickup,Yes,Yes,6,Cash,Quarterly
22,Male,Accessories,97,M,Fall,2.7,No,Free Shipping,Yes,Yes,5,Bank Transfer,Quarterly
42,Male,Footwear,31,L,Spring,4.1,No,2-Day Shipping,Yes,Yes,8,Credit Card,Annually
57,Male,Footwear,65,L,Spring,5,No,Free Shipping,Yes,Yes,24,PayPal,Annually
33,Male,Accessories,54,L,Spring,3,No,Next Day Air,Yes,Yes,42,Venmo,Monthly
37,Male,Outerwear,49,XL,Fall,3.6,No,Free Shipping,Yes,Yes,24,Venmo,Weekly
21,Male,Clothing,64,L,Fall,2.8,No,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly
51,Male,Footwear,35,S,Winter,4.6,No,Standard,Yes,Yes,41,Cash,Fortnightly
30,Male,Footwear,86,L,Winter,2.9,No,Standard,Yes,Yes,48,Venmo,Quarterly
68,Male,Outerwear,55,L,Winter,4.8,No,Express,Yes,Yes,16,Bank Transfer,Quarterly
36,Male,Accessories,58,M,Spring,3.3,No,Express,Yes,Yes,4,Venmo,Monthly
46,Male,Footwear,96,M,Fall,4.6,No,Standard,Yes,Yes,8,Bank Transfer,Weekly
41,Male,Accessories,64,M,Fall,2.6,No,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
68,Male,Outerwear,56,M,Fall,4,No,Next Day Air,Yes,Yes,4,Debit Card,Quarterly
21,Male,Clothing,85,M,Winter,3.8,No,Standard,Yes,Yes,20,Credit Card,Monthly
62,Male,Clothing,23,M,Spring,3.9,No,Express,Yes,Yes,40,Cash,Quarterly
59,Male,Accessories,72,L,Fall,2.6,No,Store Pickup,Yes,Yes,8,Debit Card,Fortnightly
25,Male,Accessories,38,M,Summer,4.3,No,Standard,Yes,Yes,42,Debit Card,Weekly
53,Male,Clothing,29,S,Winter,3.6,No,Express,Yes,Yes,38,Credit Card,Annually
31,Male,Accessories,46,M,Spring,4.2,No,Express,Yes,Yes,34,Venmo,Every 3 Months
46,Male,Accessories,58,L,Spring,3.9,No,Express,Yes,Yes,14,PayPal,Fortnightly
26,Male,Outerwear,43,L,Fall,4.7,No,Next Day Air,Yes,Yes,39,Cash,Weekly
47,Male,Accessories,32,L,Spring,2.8,No,Next Day Air,Yes,Yes,40,PayPal,Bi-Weekly
37,Male,Clothing,30,XL,Winter,3,No,Next Day Air,Yes,Yes,49,Debit Card,Monthly
55,Male,Accessories,67,S,Summer,4.7,No,Store Pickup,Yes,Yes,33,PayPal,Annually
30,Male,Clothing,45,M,Summer,2.5,No,Free Shipping,Yes,Yes,25,Credit Card,Weekly
19,Male,Accessories,81,M,Winter,3.1,No,Store Pickup,Yes,Yes,48,Venmo,Annually
36,Male,Accessories,23,M,Fall,3.6,No,Next Day Air,Yes,Yes,22,Credit Card,Every 3 Months
23,Male,Footwear,59,M,Fall,3.5,No,2-Day Shipping,Yes,Yes,1,PayPal,Weekly
62,Male,Accessories,21,L,Summer,3.1,No,Express,Yes,Yes,47,PayPal,Monthly
26,Male,Accessories,20,M,Spring,3.6,No,Store Pickup,Yes,Yes,20,Credit Card,Bi-Weekly
36,Male,Accessories,28,M,Winter,3.5,No,Next Day Air,Yes,Yes,10,Debit Card,Weekly
33,Male,Clothing,100,M,Winter,2.7,No,Store Pickup,Yes,Yes,39,Credit Card,Monthly
32,Male,Clothing,46,L,Spring,3.6,No,Express,Yes,Yes,15,Debit Card,Monthly
56,Male,Accessories,61,XL,Spring,4.5,No,Express,Yes,Yes,11,Credit Card,Annually
58,Male,Clothing,58,M,Winter,4.1,No,Free Shipping,Yes,Yes,38,Venmo,Weekly
34,Male,Accessories,50,M,Spring,4.2,No,Standard,Yes,Yes,41,Cash,Fortnightly
61,Male,Accessories,93,M,Summer,4,No,Store Pickup,Yes,Yes,18,Debit Card,Annually
48,Male,Clothing,24,L,Summer,2.8,No,Store Pickup,Yes,Yes,13,Venmo,Quarterly
25,Male,Clothing,100,M,Summer,2.6,No,2-Day Shipping,Yes,Yes,43,Venmo,Annually
51,Male,Clothing,79,S,Fall,2.7,No,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly
29,Male,Clothing,51,M,Summer,4.5,No,Store Pickup,Yes,Yes,3,Credit Card,Bi-Weekly
54,Male,Accessories,90,M,Winter,3.7,No,Free Shipping,Yes,Yes,12,Credit Card,Every 3 Months
48,Male,Footwear,56,L,Summer,3.4,No,Free Shipping,Yes,Yes,46,Cash,Quarterly
62,Male,Clothing,25,S,Spring,4.6,No,Standard,Yes,Yes,21,Debit Card,Fortnightly
18,Male,Clothing,75,M,Summer,4.1,No,2-Day Shipping,Yes,Yes,23,Venmo,Every 3 Months
43,Male,Accessories,75,M,Summer,2.6,No,Free Shipping,Yes,Yes,4,Debit Card,Quarterly
22,Male,Clothing,53,XL,Summer,4.6,No,Store Pickup,Yes,Yes,45,PayPal,Every 3 Months
68,Male,Clothing,100,S,Spring,3,No,Standard,Yes,Yes,24,Bank Transfer,Fortnightly
44,Male,Clothing,27,L,Fall,3.4,No,Free Shipping,Yes,Yes,3,PayPal,Bi-Weekly
51,Male,Footwear,60,S,Fall,3.5,No,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months
66,Male,Outerwear,23,S,Fall,3.5,No,Standard,Yes,Yes,34,Bank Transfer,Every 3 Months
59,Male,Outerwear,40,S,Winter,3.7,No,Next Day Air,Yes,Yes,39,Credit Card,Annually
60,Male,Clothing,38,M,Summer,4.8,No,Free Shipping,Yes,Yes,35,PayPal,Every 3 Months
31,Male,Accessories,90,S,Summer,4.9,No,Store Pickup,Yes,Yes,8,Credit Card,Annually
20,Male,Clothing,97,S,Summer,4.9,No,Express,Yes,Yes,42,PayPal,Quarterly
24,Male,Clothing,38,L,Fall,4.7,No,Standard,Yes,Yes,6,Credit Card,Every 3 Months
48,Male,Footwear,30,S,Summer,4.9,No,Free Shipping,Yes,Yes,3,Credit Card,Fortnightly
39,Male,Clothing,88,M,Fall,2.9,No,Express,Yes,Yes,29,Venmo,Quarterly
34,Male,Accessories,33,L,Winter,4.4,No,Express,Yes,Yes,32,Debit Card,Quarterly
70,Male,Clothing,60,L,Winter,3.2,No,Next Day Air,Yes,Yes,45,Debit Card,Weekly
59,Male,Clothing,64,L,Summer,4.6,No,Free Shipping,Yes,Yes,21,Debit Card,Bi-Weekly
45,Male,Accessories,95,XL,Fall,4,No,Standard,Yes,Yes,41,Cash,Weekly
35,Male,Footwear,83,M,Winter,3.7,No,Free Shipping,Yes,Yes,23,PayPal,Fortnightly
69,Male,Footwear,97,XL,Winter,4.2,No,Free Shipping,Yes,Yes,14,Cash,Annually
58,Male,Outerwear,38,M,Spring,2.9,No,Standard,Yes,Yes,24,Debit Card,Monthly
25,Male,Footwear,48,M,Summer,4.8,No,Next Day Air,Yes,Yes,25,Cash,Fortnightly
27,Male,Footwear,76,M,Spring,4.4,No,Standard,Yes,Yes,13,Venmo,Monthly
34,Male,Clothing,25,S,Summer,3.4,No,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months
53,Male,Clothing,92,S,Spring,2.8,No,2-Day Shipping,Yes,Yes,42,Credit Card,Annually
58,Male,Footwear,47,L,Fall,4.2,No,Next Day Air,Yes,Yes,2,Cash,Monthly
32,Male,Clothing,36,L,Fall,3.8,No,Express,Yes,Yes,26,Cash,Quarterly
64,Male,Accessories,51,M,Fall,3.1,No,2-Day Shipping,Yes,Yes,24,Credit Card,Annually
63,Male,Clothing,35,XL,Summer,3.2,No,Express,Yes,Yes,6,Credit Card,Quarterly
23,Male,Clothing,57,S,Summer,3,No,Next Day Air,Yes,Yes,25,PayPal,Monthly
64,Male,Footwear,95,M,Summer,3.6,No,Free Shipping,Yes,Yes,11,Credit Card,Every 3 Months
18,Male,Clothing,41,L,Winter,2.5,No,Store Pickup,Yes,Yes,20,Cash,Every 3 Months
25,Male,Clothing,44,S,Winter,3.4,No,Free Shipping,Yes,Yes,25,Cash,Quarterly
54,Male,Outerwear,34,M,Fall,2.5,No,Next Day Air,Yes,Yes,35,PayPal,Quarterly
60,Male,Outerwear,25,L,Spring,4.7,No,2-Day Shipping,Yes,Yes,11,Bank Transfer,Quarterly
36,Male,Footwear,93,S,Winter,3.2,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Fortnightly
66,Male,Footwear,50,L,Winter,2.9,No,Free Shipping,Yes,Yes,17,Credit Card,Annually
60,Male,Clothing,79,L,Fall,4.9,No,Express,Yes,Yes,1,PayPal,Every 3 Months
59,Male,Outerwear,100,S,Spring,2.7,No,Store Pickup,Yes,Yes,30,PayPal,Every 3 Months
58,Male,Clothing,57,S,Spring,4.7,No,Express,Yes,Yes,47,Venmo,Fortnightly
35,Male,Clothing,28,M,Spring,2.9,No,2-Day Shipping,Yes,Yes,34,Venmo,Weekly
20,Male,Footwear,35,L,Winter,4.8,No,Express,Yes,Yes,18,Venmo,Fortnightly
70,Male,Footwear,85,L,Fall,4.6,No,Standard,Yes,Yes,33,Venmo,Bi-Weekly
54,Male,Accessories,95,S,Summer,5,No,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly
38,Male,Footwear,90,S,Summer,4.8,No,2-Day Shipping,Yes,Yes,2,Venmo,Quarterly
54,Male,Accessories,49,M,Summer,4.9,No,Store Pickup,Yes,Yes,1,Bank Transfer,Monthly
33,Male,Accessories,92,M,Winter,4.6,No,2-Day Shipping,Yes,Yes,23,Bank Transfer,Quarterly
46,Male,Accessories,72,XL,Winter,3.9,No,Store Pickup,Yes,Yes,42,Cash,Bi-Weekly
58,Male,Clothing,71,M,Summer,4.5,No,Store Pickup,Yes,Yes,3,PayPal,Annually
30,Male,Accessories,27,XL,Winter,4.7,No,Store Pickup,Yes,Yes,16,Debit Card,Fortnightly
42,Male,Accessories,39,S,Fall,3.9,No,Express,Yes,Yes,46,Cash,Fortnightly
28,Male,Accessories,98,M,Winter,4.4,No,Standard,Yes,Yes,31,PayPal,Every 3 Months
43,Male,Footwear,27,M,Spring,3.9,No,Next Day Air,Yes,Yes,15,Cash,Every 3 Months
31,Male,Accessories,71,S,Spring,2.8,No,2-Day Shipping,Yes,Yes,48,Venmo,Every 3 Months
39,Male,Accessories,24,L,Spring,3.5,No,Store Pickup,Yes,Yes,11,Cash,Weekly
69,Male,Clothing,63,M,Fall,4.3,No,Express,Yes,Yes,20,Credit Card,Every 3 Months
31,Male,Clothing,72,S,Fall,3.9,No,Next Day Air,Yes,Yes,6,Credit Card,Monthly
44,Male,Clothing,61,M,Spring,4,No,Express,Yes,Yes,24,Cash,Monthly
39,Male,Accessories,56,M,Fall,4.1,No,Next Day Air,Yes,Yes,18,Credit Card,Monthly
24,Male,Accessories,32,XL,Summer,4.3,No,Standard,Yes,Yes,1,PayPal,Every 3 Months
28,Male,Accessories,23,M,Summer,4.2,No,Free Shipping,Yes,Yes,13,Venmo,Bi-Weekly
48,Male,Outerwear,100,L,Spring,4,No,Standard,Yes,Yes,2,Bank Transfer,Weekly
39,Male,Accessories,74,M,Fall,3.6,No,Express,Yes,Yes,26,Cash,Quarterly
64,Male,Clothing,33,S,Spring,3.3,No,Standard,Yes,Yes,31,PayPal,Quarterly
28,Male,Accessories,67,S,Spring,4.1,No,2-Day Shipping,Yes,Yes,43,Bank Transfer,Weekly
39,Male,Accessories,61,S,Summer,4.7,No,Next Day Air,Yes,Yes,12,Debit Card,Bi-Weekly
49,Male,Clothing,46,M,Summer,4.4,No,Store Pickup,Yes,Yes,22,Venmo,Every 3 Months
22,Male,Accessories,56,L,Spring,3.4,No,Standard,Yes,Yes,3,Cash,Fortnightly
25,Male,Footwear,73,S,Spring,5,No,Free Shipping,Yes,Yes,23,Venmo,Every 3 Months
40,Male,Clothing,44,L,Summer,4.6,No,Store Pickup,Yes,Yes,26,PayPal,Annually
23,Male,Accessories,44,L,Winter,4,No,Standard,Yes,Yes,37,Credit Card,Weekly
24,Male,Accessories,26,XL,Summer,4.1,No,Next Day Air,Yes,Yes,42,Venmo,Quarterly
66,Male,Footwear,52,L,Spring,4.9,No,Express,Yes,Yes,15,Venmo,Bi-Weekly
27,Male,Clothing,54,S,Summer,2.7,No,Free Shipping,Yes,Yes,10,Bank Transfer,Quarterly
62,Male,Outerwear,38,M,Summer,4.5,No,Free Shipping,Yes,Yes,3,Venmo,Quarterly
70,Male,Accessories,44,S,Fall,2.7,No,Standard,Yes,Yes,44,Credit Card,Quarterly
43,Male,Clothing,76,M,Spring,3,No,Next Day Air,Yes,Yes,23,Bank Transfer,Fortnightly
45,Male,Accessories,23,M,Winter,4.5,No,Next Day Air,Yes,Yes,6,PayPal,Weekly
63,Male,Clothing,98,M,Winter,5,No,Standard,Yes,Yes,9,Venmo,Bi-Weekly
69,Male,Outerwear,33,S,Spring,3.8,No,2-Day Shipping,Yes,Yes,16,Debit Card,Every 3 Months
59,Male,Clothing,32,M,Summer,3.1,No,Standard,Yes,Yes,46,Venmo,Fortnightly
19,Male,Footwear,85,S,Fall,3.4,No,Free Shipping,Yes,Yes,24,Credit Card,Every 3 Months
63,Male,Clothing,69,L,Summer,4.8,No,Next Day Air,Yes,Yes,22,Debit Card,Monthly
37,Male,Clothing,55,XL,Spring,2.7,No,Standard,Yes,Yes,13,Debit Card,Every 3 Months
37,Male,Clothing,66,M,Summer,3.2,No,Store Pickup,Yes,Yes,20,Cash,Fortnightly
50,Male,Outerwear,30,M,Fall,3.9,No,2-Day Shipping,Yes,Yes,46,Cash,Quarterly
60,Male,Outerwear,80,M,Winter,4.2,No,Next Day Air,Yes,Yes,10,Bank Transfer,Monthly
46,Male,Accessories,20,M,Summer,3,No,Express,Yes,Yes,39,Cash,Monthly
35,Male,Clothing,30,L,Fall,3,No,2-Day Shipping,Yes,Yes,44,PayPal,Quarterly
66,Male,Clothing,86,S,Winter,3.7,No,2-Day Shipping,Yes,Yes,7,Venmo,Annually
35,Male,Clothing,84,L,Spring,4.4,No,Store Pickup,Yes,Yes,3,Cash,Every 3 Months
20,Male,Clothing,54,XL,Summer,4.6,No,Free Shipping,Yes,Yes,44,Debit Card,Annually
55,Male,Clothing,30,XL,Fall,3,No,Free Shipping,Yes,Yes,31,Venmo,Annually
34,Male,Clothing,91,M,Winter,3.6,No,Express,Yes,Yes,48,Credit Card,Weekly
60,Male,Footwear,23,L,Winter,3.9,No,Standard,Yes,Yes,18,PayPal,Bi-Weekly
22,Male,Clothing,35,M,Spring,4.1,No,Free Shipping,Yes,Yes,27,Cash,Monthly
26,Male,Footwear,90,L,Winter,3.9,No,2-Day Shipping,Yes,Yes,1,Venmo,Weekly
39,Male,Clothing,93,S,Fall,3.9,No,2-Day Shipping,Yes,Yes,34,Cash,Weekly
20,Male,Clothing,68,L,Winter,4.5,No,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
57,Male,Accessories,41,M,Spring,3.4,No,Standard,Yes,Yes,12,Cash,Quarterly
68,Male,Accessories,73,M,Winter,4.1,No,Next Day Air,Yes,Yes,14,Venmo,Fortnightly
50,Male,Accessories,73,L,Fall,4.9,No,Next Day Air,Yes,Yes,40,PayPal,Weekly
21,Male,Accessories,66,M,Summer,4.4,No,2-Day Shipping,Yes,Yes,39,Cash,Quarterly
29,Male,Accessories,59,M,Summer,2.7,No,2-Day Shipping,Yes,Yes,50,Bank Transfer,Weekly
38,Male,Clothing,72,L,Spring,4.8,No,Free Shipping,Yes,Yes,5,Debit Card,Monthly
54,Male,Clothing,88,M,Summer,3.3,No,2-Day Shipping,Yes,Yes,35,Debit Card,Annually
22,Male,Clothing,76,L,Summer,4.4,No,Free Shipping,Yes,Yes,6,Cash,Bi-Weekly
29,Male,Accessories,31,M,Winter,4.6,No,2-Day Shipping,Yes,Yes,22,Cash,Fortnightly
41,Male,Outerwear,22,L,Summer,3.1,No,Next Day Air,Yes,Yes,27,PayPal,Monthly
26,Male,Accessories,75,L,Fall,4.5,No,2-Day Shipping,Yes,Yes,33,Debit Card,Fortnightly
69,Male,Clothing,75,S,Spring,4,No,Store Pickup,Yes,Yes,47,Venmo,Bi-Weekly
20,Male,Accessories,63,M,Winter,3.1,No,Free Shipping,Yes,Yes,48,Credit Card,Bi-Weekly
59,Male,Outerwear,21,M,Spring,3.9,No,Next Day Air,Yes,Yes,22,Bank Transfer,Quarterly
63,Male,Accessories,83,S,Spring,4.5,No,Next Day Air,Yes,Yes,8,PayPal,Bi-Weekly
68,Male,Outerwear,46,S,Winter,4.4,No,Next Day Air,Yes,Yes,5,PayPal,Every 3 Months
50,Male,Footwear,59,M,Summer,3.6,No,2-Day Shipping,Yes,Yes,16,Bank Transfer,Quarterly
55,Male,Clothing,66,M,Summer,3.4,No,Free Shipping,Yes,Yes,26,Venmo,Fortnightly
36,Male,Footwear,74,S,Fall,4,No,2-Day Shipping,Yes,Yes,8,Venmo,Monthly
18,Male,Accessories,82,M,Summer,2.6,No,Store Pickup,Yes,Yes,17,Cash,Quarterly
68,Male,Footwear,89,L,Spring,3.2,No,Next Day Air,Yes,Yes,50,Venmo,Annually
56,Male,Clothing,65,L,Fall,3.2,No,Standard,Yes,Yes,22,Venmo,Bi-Weekly
32,Male,Accessories,55,M,Spring,5,No,2-Day Shipping,Yes,Yes,19,Cash,Every 3 Months
28,Male,Clothing,95,M,Winter,2.9,No,Next Day Air,Yes,Yes,14,Bank Transfer,Monthly
24,Male,Accessories,77,S,Winter,2.9,No,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly
59,Male,Clothing,44,M,Winter,3.5,No,Next Day Air,Yes,Yes,43,PayPal,Weekly
56,Male,Clothing,89,M,Fall,4,No,Standard,Yes,Yes,24,Venmo,Annually
30,Male,Accessories,24,M,Spring,3.9,No,Standard,Yes,Yes,17,Debit Card,Bi-Weekly
48,Male,Accessories,43,M,Winter,4.9,No,Store Pickup,Yes,Yes,49,Bank Transfer,Annually
60,Male,Footwear,51,XL,Summer,3.8,No,Express,Yes,Yes,17,Bank Transfer,Annually
46,Male,Accessories,46,L,Summer,3.5,No,Standard,Yes,Yes,40,Cash,Quarterly
69,Male,Clothing,32,M,Summer,3.7,No,Store Pickup,Yes,Yes,43,Bank Transfer,Weekly
19,Male,Footwear,55,M,Spring,2.9,No,2-Day Shipping,Yes,Yes,19,Debit Card,Every 3 Months
66,Male,Accessories,26,S,Summer,2.8,No,Free Shipping,Yes,Yes,40,Bank Transfer,Quarterly
64,Male,Accessories,29,M,Summer,3.7,No,2-Day Shipping,Yes,Yes,13,Credit Card,Monthly
54,Male,Clothing,49,L,Spring,3,No,Express,Yes,Yes,20,Credit Card,Monthly
27,Male,Clothing,45,M,Spring,4.8,No,Free Shipping,Yes,Yes,21,Debit Card,Quarterly
64,Male,Clothing,48,S,Winter,2.7,No,Standard,Yes,Yes,18,Cash,Bi-Weekly
43,Male,Clothing,47,S,Winter,4.5,No,Free Shipping,Yes,Yes,44,Cash,Quarterly
43,Male,Clothing,57,M,Fall,2.7,No,Standard,Yes,Yes,26,Credit Card,Quarterly
27,Male,Accessories,34,L,Fall,3.5,No,Next Day Air,Yes,Yes,34,PayPal,Quarterly
35,Male,Accessories,75,XL,Fall,3.5,No,Express,Yes,Yes,24,Credit Card,Every 3 Months
43,Male,Accessories,94,L,Fall,4.5,No,Store Pickup,Yes,Yes,23,PayPal,Fortnightly
57,Male,Accessories,84,M,Winter,3.8,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly
50,Male,Accessories,38,M,Summer,3.8,No,Standard,Yes,Yes,2,Bank Transfer,Quarterly
37,Male,Accessories,75,M,Winter,3.2,No,Next Day Air,Yes,Yes,23,Venmo,Bi-Weekly
68,Male,Clothing,44,M,Fall,4.3,No,Next Day Air,Yes,Yes,8,Cash,Weekly
22,Male,Accessories,33,XL,Summer,4.5,No,Next Day Air,Yes,Yes,30,Debit Card,Every 3 Months
58,Male,Accessories,93,L,Fall,4.2,No,Free Shipping,Yes,Yes,48,PayPal,Annually
48,Male,Footwear,99,S,Winter,3,No,Free Shipping,Yes,Yes,21,Cash,Bi-Weekly
30,Male,Accessories,33,M,Spring,4.1,No,Standard,Yes,Yes,9,Cash,Monthly
51,Male,Footwear,76,L,Spring,4.6,No,Store Pickup,Yes,Yes,8,Debit Card,Monthly
20,Male,Clothing,63,M,Summer,2.9,No,Standard,Yes,Yes,29,Debit Card,Weekly
30,Male,Clothing,41,L,Winter,4.8,No,Next Day Air,Yes,Yes,3,Bank Transfer,Every 3 Months
28,Male,Accessories,88,L,Winter,4.5,No,Next Day Air,Yes,Yes,11,Bank Transfer,Fortnightly
37,Male,Clothing,92,L,Summer,3.4,No,2-Day Shipping,Yes,Yes,16,Debit Card,Monthly
36,Male,Clothing,31,L,Summer,4.3,No,2-Day Shipping,Yes,Yes,25,Debit Card,Weekly
18,Male,Clothing,25,S,Spring,4.2,No,Free Shipping,Yes,Yes,32,PayPal,Bi-Weekly
52,Male,Clothing,28,M,Spring,3.6,No,Next Day Air,Yes,Yes,28,Cash,Fortnightly
56,Male,Clothing,75,M,Spring,3.7,No,2-Day Shipping,Yes,Yes,36,PayPal,Monthly
68,Male,Footwear,34,S,Spring,4,No,Standard,Yes,Yes,7,Venmo,Fortnightly
62,Male,Clothing,97,S,Winter,4.9,No,2-Day Shipping,Yes,Yes,2,PayPal,Quarterly
35,Male,Outerwear,80,M,Summer,3.1,No,Free Shipping,Yes,Yes,6,Bank Transfer,Monthly
65,Male,Footwear,71,L,Summer,3.7,No,Standard,Yes,Yes,30,Cash,Annually
69,Male,Accessories,77,L,Fall,4.2,No,Free Shipping,Yes,Yes,46,Cash,Quarterly
28,Male,Accessories,41,L,Spring,2.5,No,Next Day Air,Yes,Yes,39,Cash,Monthly
37,Male,Accessories,92,XL,Summer,4.3,No,Next Day Air,Yes,Yes,8,Venmo,Annually
41,Male,Clothing,95,S,Spring,3.1,No,Store Pickup,Yes,Yes,46,Credit Card,Quarterly
37,Male,Clothing,25,M,Fall,3,No,Next Day Air,Yes,Yes,40,Debit Card,Fortnightly
25,Male,Footwear,77,M,Fall,4,No,Express,Yes,Yes,21,Bank Transfer,Weekly
41,Male,Clothing,99,M,Summer,3.5,No,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly
48,Male,Accessories,24,L,Winter,3.2,No,Next Day Air,Yes,Yes,3,Venmo,Monthly
42,Male,Footwear,72,M,Summer,2.7,No,Store Pickup,Yes,Yes,48,Cash,Weekly
54,Male,Clothing,80,S,Winter,3,No,Free Shipping,Yes,Yes,8,PayPal,Annually
18,Male,Clothing,100,L,Winter,2.9,No,Next Day Air,Yes,Yes,24,PayPal,Annually
56,Male,Footwear,83,M,Summer,3.3,No,Free Shipping,Yes,Yes,10,Bank Transfer,Every 3 Months
61,Male,Clothing,95,M,Spring,4.9,No,2-Day Shipping,Yes,Yes,25,Bank Transfer,Monthly
40,Male,Accessories,41,XL,Summer,3.7,No,Store Pickup,Yes,Yes,3,Cash,Fortnightly
34,Male,Accessories,35,S,Spring,3.5,No,Standard,Yes,Yes,45,Debit Card,Fortnightly
42,Male,Accessories,30,S,Fall,4.7,No,Store Pickup,Yes,Yes,15,Debit Card,Monthly
43,Male,Accessories,21,XL,Winter,2.6,No,Store Pickup,Yes,Yes,34,Bank Transfer,Quarterly
47,Male,Accessories,85,M,Fall,4.1,No,Express,Yes,Yes,21,Venmo,Bi-Weekly
48,Male,Clothing,54,M,Winter,2.8,No,2-Day Shipping,Yes,Yes,22,Debit Card,Bi-Weekly
20,Male,Footwear,26,S,Spring,4.7,No,Next Day Air,Yes,Yes,24,PayPal,Weekly
65,Male,Clothing,59,XL,Spring,2.9,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly
54,Male,Accessories,48,S,Winter,2.8,No,Free Shipping,Yes,Yes,13,Venmo,Fortnightly
23,Male,Clothing,98,L,Summer,4.3,No,Next Day Air,Yes,Yes,17,Debit Card,Bi-Weekly
18,Male,Clothing,92,M,Summer,4.8,No,2-Day Shipping,Yes,Yes,25,Credit Card,Every 3 Months
70,Male,Accessories,46,M,Winter,3.4,No,Next Day Air,Yes,Yes,15,Credit Card,Bi-Weekly
55,Male,Clothing,21,S,Spring,4.3,No,Standard,Yes,Yes,4,PayPal,Fortnightly
49,Male,Clothing,72,S,Fall,2.7,No,Free Shipping,Yes,Yes,43,Debit Card,Quarterly
26,Male,Footwear,58,XL,Fall,4.6,No,Next Day Air,Yes,Yes,12,Bank Transfer,Bi-Weekly
33,Male,Clothing,93,S,Fall,4.1,No,Standard,Yes,Yes,3,Venmo,Monthly
20,Male,Clothing,31,L,Spring,3.4,No,2-Day Shipping,Yes,Yes,1,PayPal,Annually
41,Male,Clothing,26,L,Winter,4.5,No,Next Day Air,Yes,Yes,6,Debit Card,Monthly
18,Male,Clothing,68,M,Summer,4.4,No,Standard,Yes,Yes,26,Venmo,Monthly
26,Male,Accessories,31,S,Summer,4,No,Next Day Air,Yes,Yes,6,Credit Card,Fortnightly
30,Male,Clothing,41,S,Summer,3.4,No,Free Shipping,Yes,Yes,22,Cash,Bi-Weekly
64,Male,Accessories,62,M,Fall,3.2,No,Standard,Yes,Yes,45,Cash,Bi-Weekly
26,Male,Accessories,41,M,Spring,3.4,No,Standard,Yes,Yes,50,Cash,Quarterly
43,Male,Clothing,64,M,Winter,4.3,No,Standard,Yes,Yes,50,Credit Card,Fortnightly
63,Male,Footwear,72,L,Summer,5,No,Standard,Yes,Yes,39,Debit Card,Quarterly
